53	0.00969277	0.4;-0.2;	0.4;-0.2;	-2.60561	6.53826
54	0.00167588	0.4;-0.2;	0.4;-0.2;	-2.60706	6.52184
55	0.00098216	0.4;-0.2;	0.4;-0.2;	-2.60897	6.52489
56	0.00396125	0.4;-0.2;	0.4;-0.2;	-2.60756	6.52881
57	0.00724962	0.4;-0.2;	0.4;-0.2;	-2.6031	6.52588
58	0.00848896	0.4;-0.2;	0.4;-0.2;	-2.59818	6.51667
59	0.000291342	0.4;-0.2;	0.4;-0.2;	-2.60229	6.50644
60	0.00980584	0.4;-0.2;	0.4;-0.2;	-2.59614	6.51486
61	-0.00850993	0.4;-0.2;	0.4;-0.2;	-2.60933	6.50206
62	-0.00992061	0.4;-0.2;	0.4;-0.2;	-2.62166	6.52936
63	-0.00370286	0.4;-0.2;	0.4;-0.2;	-2.62565	6.55487
64	0.000719446	0.4;-0.2;	0.4;-0.2;	-2.6246	6.56331
65	0.00431381	0.4;-0.2;	0.4;-0.2;	-2.62024	6.56138
66	0.00908641	0.4;-0.2;	0.4;-0.2;	-2.61191	6.5525
67	0.00117775	0.4;-0.2;	0.4;-0.2;	-2.61295	6.53531
68	-0.00479523	0.4;-0.2;	0.4;-0.2;	-2.61975	6.53739
69	0.0033883	0.4;-0.2;	0.4;-0.2;	-2.61716	6.55136
70	0.00619616	0.4;-0.2;	0.4;-0.2;	-2.6122	6.54598
71	-0.00452749	0.4;-0.2;	0.4;-0.2;	-2.61883	6.53576
72	0.003422	0.4;-0.2;	0.4;-0.2;	-2.61637	6.54947
73	0.00781353	0.4;-0.2;	0.4;-0.2;	-2.60992	6.54434
74	0.00767291	0.4;-0.2;	0.4;-0.2;	-2.60474	6.53104
75	-0.00525323	0.4;-0.2;	0.4;-0.2;	-2.61337	6.52028
76	0.00931782	0.4;-0.2;	0.4;-0.2;	-2.60589	6.53802
77	-0.00732785	0.4;-0.2;	0.4;-0.2;	-2.61632	6.52249
78	0.00802014	0.4;-0.2;	0.4;-0.2;	-2.60962	6.5441
79	-0.000669038	0.4;-0.2;	0.4;-0.2;	-2.61275	6.53021
80	-0.00514178	0.4;-0.2;	0.4;-0.2;	-2.61984	6.53675
81	0.000451502	0.4;-0.2;	0.4;-0.2;	-2.62011	6.55142
82	-0.000481675	0.4;-0.2;	0.4;-0.2;	-2.6213	6.55203
83	0.00202315	0.4;-0.2;	0.4;-0.2;	-2.61981	6.55458
84	-0.00856064	0.4;-0.2;	0.4;-0.2;	-2.62918	6.55156
85	0.0085196	0.4;-0.2;	0.4;-0.2;	-2.61988	6.571
86	0.00733576	0.4;-0.2;	0.4;-0.2;	-2.61338	6.55179
87	0.00511676	0.4;-0.2;	0.4;-0.2;	-2.61025	6.53841
88	-0.00367728	0.4;-0.2;	0.4;-0.2;	-2.61641	6.53183
89	0.00258533	0.4;-0.2;	0.4;-0.2;	-2.6152	6.54447
90	0.000322206	0.4;-0.2;	0.4;-0.2;	-2.61644	6.5419
91	0.00343994	0.4;-0.2;	0.4;-0.2;	-2.61435	6.54448
92	0.00757328	0.4;-0.2;	0.4;-0.2;	-2.6085	6.54017
93	0.000174045	0.4;-0.2;	0.4;-0.2;	-2.61105	6.52805
94	-0.000249035	0.4;-0.2;	0.4;-0.2;	-2.61356	6.53329
95	-0.00945672	0.4;-0.2;	0.4;-0.2;	-2.62483	6.53843
96	0.00105598	0.4;-0.2;	0.4;-0.2;	-2.62364	6.56175
97	-0.00173603	0.4;-0.2;	0.4;-0.2;	-2.62549	6.55938
98	-0.00781916	0.4;-0.2;	0.4;-0.2;	-2.63316	6.56334
99	0.00529502	0.4;-0.2;	0.4;-0.2;	-2.62642	6.57929
100	-0.00819088	0.4;-0.2;	0.4;-0.2;	-2.59687	6.47169
101	0.0075424	0.4;-0.2;	0.4;-0.2;	-2.56292	6.42615
102	0.00615384	0.4;-0.2;	0.4;-0.2;	-2.55177	6.3948
103	-0.00230072	0.4;-0.2;	0.4;-0.2;	-2.55859	6.39072
104	-0.00174207	0.4;-0.2;	0.4;-0.2;	-2.56732	6.41395
105	-0.00393913	0.4;-0.2;	0.4;-0.2;	-2.57854	6.4365
106	0.00425031	0.4;-0.2;	0.4;-0.2;	-2.58058	6.46207
107	0.0014893	0.4;-0.2;	0.4;-0.2;	-2.58556	6.46761
108	-0.00218088	0.4;-0.2;	0.4;-0.2;	-2.59366	6.4787
109	-0.00497304	0.4;-0.2;	0.4;-0.2;	-2.60334	6.49591
110	-0.000571485	0.4;-0.2;	0.4;-0.2;	-2.60707	6.51624
111	-0.00647068	0.4;-0.2;	0.4;-0.2;	-2.61617	6.52426
112	-0.0011278	0.4;-0.2;	0.4;-0.2;	-2.61847	6.54336
113	0.00485982	0.4;-0.2;	0.4;-0.2;	-2.61447	6.54833
114	0.00715976	0.4;-0.2;	0.4;-0.2;	-2.60894	6.54025
115	-0.00489708	0.4;-0.2;	0.4;-0.2;	-2.61646	6.52892
116	-0.00791339	0.4;-0.2;	0.4;-0.2;	-2.6257	6.54447
117	-0.000996402	0.4;-0.2;	0.4;-0.2;	-2.62643	6.56357
118	0.00902948	0.4;-0.2;	0.4;-0.2;	-2.61704	6.56518
119	-0.00144628	0.4;-0.2;	0.4;-0.2;	-2.61981	6.5459
120	0.000614814	0.4;-0.2;	0.4;-0.2;	-2.62005	6.55167
121	-0.00691233	0.4;-0.2;	0.4;-0.2;	-2.62776	6.55211
122	-0.00683893	0.4;-0.2;	0.4;-0.2;	-2.63406	6.56805
123	0.00535996	0.4;-0.2;	0.4;-0.2;	-2.6271	6.58114
124	-0.00108956	0.4;-0.2;	0.4;-0.2;	-2.62783	6.56686
125	-0.000733125	0.4;-0.2;	0.4;-0.2;	-2.62812	6.56847
126	-0.0025376	0.4;-0.2;	0.4;-0.2;	-2.63016	6.56905
127	-0.00298749	0.4;-0.2;	0.4;-0.2;	-2.63229	6.57327
128	0.00554821	0.4;-0.2;	0.4;-0.2;	-2.62553	6.5777
129	0.00360721	0.4;-0.2;	0.4;-0.2;	-2.62189	6.56374
130	0.000106458	0.4;-0.2;	0.4;-0.2;	-2.62238	6.55621
131	-0.00338926	0.4;-0.2;	0.4;-0.2;	-2.62624	6.55713
132	-0.00835344	0.4;-0.2;	0.4;-0.2;	-2.63438	6.56506
133	-0.00454054	0.4;-0.2;	0.4;-0.2;	-2.63729	6.58188
134	-0.00683289	0.4;-0.2;	0.4;-0.2;	-2.64203	6.58799
135	0.00648273	0.4;-0.2;	0.4;-0.2;	-2.63269	6.59793
136	0.00115678	0.4;-0.2;	0.4;-0.2;	-2.63033	6.57871
137	0.00377293	0.4;-0.2;	0.4;-0.2;	-2.62578	6.57389
138	0.00718232	0.4;-0.2;	0.4;-0.2;	-2.61858	6.5644
139	-0.00552854	0.4;-0.2;	0.4;-0.2;	-2.62529	6.54941
140	0.00433867	0.4;-0.2;	0.4;-0.2;	-2.62093	6.56318
141	-0.00301364	0.4;-0.2;	0.4;-0.2;	-2.62464	6.55405
142	-0.00558986	0.4;-0.2;	0.4;-0.2;	-2.63028	6.56171
143	-0.00876849	0.4;-0.2;	0.4;-0.2;	-2.63811	6.57336
144	-0.00916005	0.4;-0.2;	0.4;-0.2;	-2.64502	6.58964
145	-0.00999855	0.4;-0.2;	0.4;-0.2;	-2.65162	6.60405
146	0.00384589	0.4;-0.2;	0.4;-0.2;	-2.64331	6.61789
147	-0.00699179	0.4;-0.2;	0.4;-0.2;	-2.64734	6.60088
148	-0.00358683	0.4;-0.2;	0.4;-0.2;	-2.64733	6.60935
149	-0.00931523	0.4;-0.2;	0.4;-0.2;	-2.65304	6.60931
150	0.00138966	0.4;-0.2;	0.4;-0.2;	-2.64708	6.62117
151	0.00541093	0.4;-0.2;	0.4;-0.2;	-2.63814	6.60888
152	0.00376068	0.4;-0.2;	0.4;-0.2;	-2.63241	6.59043
153	-0.00530116	0.4;-0.2;	0.4;-0.2;	-2.6367	6.5785
154	0.000418763	0.4;-0.2;	0.4;-0.2;	-2.63447	6.58721
155	-0.00907168	0.4;-0.2;	0.4;-0.2;	-2.64206	6.58247
156	0.00932267	0.4;-0.2;	0.4;-0.2;	-2.62995	6.59817
157	0.00429785	0.4;-0.2;	0.4;-0.2;	-2.62494	6.5731
158	-0.0037014	0.4;-0.2;	0.4;-0.2;	-2.6288	6.56275
159	-0.00892686	0.4;-0.2;	0.4;-0.2;	-2.63717	6.57061
160	-0.000649862	0.4;-0.2;	0.4;-0.2;	-2.63578	6.58783
161	0.0034057	0.4;-0.2;	0.4;-0.2;	-2.63059	6.58498
162	0.000658499	0.4;-0.2;	0.4;-0.2;	-2.62907	6.57432
163	-0.00387135	0.4;-0.2;	0.4;-0.2;	-2.63235	6.57119
164	0.000211342	0.4;-0.2;	0.4;-0.2;	-2.63096	6.57792
165	0.0098695	0.4;-0.2;	0.4;-0.2;	-2.62014	6.57501
166	-0.000668015	0.4;-0.2;	0.4;-0.2;	-2.62172	6.55262
167	-0.00466916	0.4;-0.2;	0.4;-0.2;	-2.627	6.55584
168	-0.00289502	0.4;-0.2;	0.4;-0.2;	-2.62956	6.56665
169	-0.00928688	0.4;-0.2;	0.4;-0.2;	-2.63805	6.57191
170	-0.00276897	0.4;-0.2;	0.4;-0.2;	-2.63859	6.58954
171	0.00243922	0.4;-0.2;	0.4;-0.2;	-2.63386	6.59075
172	-0.00405497	0.4;-0.2;	0.4;-0.2;	-2.6365	6.5811
173	0.00515923	0.4;-0.2;	0.4;-0.2;	-2.62948	6.58661
174	0.00415017	0.4;-0.2;	0.4;-0.2;	-2.62468	6.57208
175	0.00870537	0.4;-0.2;	0.4;-0.2;	-2.61615	6.56213
176	0.00562609	0.4;-0.2;	0.4;-0.2;	-2.61212	6.54436
177	-9.00867e-05	0.4;-0.2;	0.4;-0.2;	-2.61444	6.53588
178	0.00762489	0.4;-0.2;	0.4;-0.2;	-2.60858	6.54052
179	0.00826422	0.4;-0.2;	0.4;-0.2;	-2.60304	6.52827
180	0.00656613	0.4;-0.2;	0.4;-0.2;	-2.60013	6.51674
181	0.00106534	0.4;-0.2;	0.4;-0.2;	-2.60317	6.51059
182	0.00160111	0.4;-0.2;	0.4;-0.2;	-2.6051	6.51675
183	0.00659583	0.4;-0.2;	0.4;-0.2;	-2.60167	6.52067
184	0.00768262	0.4;-0.2;	0.4;-0.2;	-2.59775	6.51358
185	-0.00450844	0.4;-0.2;	0.4;-0.2;	-2.60669	6.50545
186	0.00677699	0.4;-0.2;	0.4;-0.2;	-2.60279	6.52391
187	0.00705647	0.4;-0.2;	0.4;-0.2;	-2.59927	6.51581
188	0.00974055	0.4;-0.2;	0.4;-0.2;	-2.59369	6.50859
189	-0.000814601	0.4;-0.2;	0.4;-0.2;	-2.59962	6.49702
190	0.00997446	0.4;-0.2;	0.4;-0.2;	-2.59371	6.50922
191	-0.00987835	0.4;-0.2;	0.4;-0.2;	-2.60865	6.49692
192	0.00617246	0.4;-0.2;	0.4;-0.2;	-2.60496	6.52783
193	-0.00728328	0.4;-0.2;	0.4;-0.2;	-2.61537	6.52021
194	-0.00801797	0.4;-0.2;	0.4;-0.2;	-2.62478	6.5419
195	0.00583816	0.4;-0.2;	0.4;-0.2;	-2.61874	6.56146
196	0.00316128	0.4;-0.2;	0.4;-0.2;	-2.6165	6.54916
197	-0.00500915	0.4;-0.2;	0.4;-0.2;	-2.62288	6.54469
198	-0.00598031	0.4;-0.2;	0.4;-0.2;	-2.62914	6.5579
199	0.00890434	0.4;-0.2;	0.4;-0.2;	-2.58202	6.47732
200	0.000623907	0.4;-0.2;	0.4;-0.2;	-2.55755	6.39543
201	0.0011147	0.4;-0.2;	0.4;-0.2;	-2.55235	6.38365
202	0.00140464	0.4;-0.2;	0.4;-0.2;	-2.55529	6.39173
203	-0.0066399	0.4;-0.2;	0.4;-0.2;	-2.56943	6.40696
204	-0.00218086	0.4;-0.2;	0.4;-0.2;	-2.57849	6.44077
205	0.00245341	0.4;-0.2;	0.4;-0.2;	-2.58231	6.4619
206	-0.00814484	0.4;-0.2;	0.4;-0.2;	-2.59662	6.47118
207	-0.0079006	0.4;-0.2;	0.4;-0.2;	-2.60854	6.50159
208	-0.000182164	0.4;-0.2;	0.4;-0.2;	-2.61089	6.52678
209	-0.00112871	0.4;-0.2;	0.4;-0.2;	-2.61397	6.53211
210	0.00890116	0.4;-0.2;	0.4;-0.2;	-2.60664	6.53885
211	-0.00615442	0.4;-0.2;	0.4;-0.2;	-2.61571	6.52388
212	-0.00343636	0.4;-0.2;	0.4;-0.2;	-2.62054	6.54275
213	0.00843929	0.4;-0.2;	0.4;-0.2;	-2.61267	6.55278
214	-0.00430668	0.4;-0.2;	0.4;-0.2;	-2.61896	6.53662
215	0.00727897	0.4;-0.2;	0.4;-0.2;	-2.6126	6.5497
216	-0.00453293	0.4;-0.2;	0.4;-0.2;	-2.61915	6.53654
217	0.00163615	0.4;-0.2;	0.4;-0.2;	-2.61841	6.55012
218	0.00478058	0.4;-0.2;	0.4;-0.2;	-2.61465	6.54857
219	0.000873922	0.4;-0.2;	0.4;-0.2;	-2.61546	6.54084
220	-0.00852253	0.4;-0.2;	0.4;-0.2;	-2.62553	6.54252
221	0.0093227	0.4;-0.2;	0.4;-0.2;	-2.61601	6.56333
222	0.00443176	0.4;-0.2;	0.4;-0.2;	-2.61303	6.54366
223	0.00315778	0.4;-0.2;	0.4;-0.2;	-2.61187	6.53757
224	0.00325708	0.4;-0.2;	0.4;-0.2;	-2.61078	6.5351
225	0.00683711	0.4;-0.2;	0.4;-0.2;	-2.60627	6.53277
226	0.00607349	0.4;-0.2;	0.4;-0.2;	-2.60328	6.52338
227	-0.00773048	0.4;-0.2;	0.4;-0.2;	-2.61458	6.51712
228	0.00171314	0.4;-0.2;	0.4;-0.2;	-2.61446	6.54043
229	0.00110624	0.4;-0.2;	0.4;-0.2;	-2.61496	6.54016
230	0.00314395	0.4;-0.2;	0.4;-0.2;	-2.61337	6.5413
231	0.00507536	0.4;-0.2;	0.4;-0.2;	-2.61015	6.53807
232	-0.00710495	0.4;-0.2;	0.4;-0.2;	-2.61968	6.53143
233	0.00755987	0.4;-0.2;	0.4;-0.2;	-2.61289	6.55112
234	-0.0075887	0.4;-0.2;	0.4;-0.2;	-2.62242	6.53707
235	-0.00399075	0.4;-0.2;	0.4;-0.2;	-2.62674	6.55686
236	-0.00543768	0.4;-0.2;	0.4;-0.2;	-2.63176	6.56581
237	-0.00622154	0.4;-0.2;	0.4;-0.2;	-2.63676	6.57634
238	0.00520167	0.4;-0.2;	0.4;-0.2;	-2.62952	6.58681
239	0.00205323	0.4;-0.2;	0.4;-0.2;	-2.62674	6.57198
240	-0.00212927	0.4;-0.2;	0.4;-0.2;	-2.62865	6.56629
241	0.00383303	0.4;-0.2;	0.4;-0.2;	-2.62425	6.5702
242	0.00431697	0.4;-0.2;	0.4;-0.2;	-2.6201	6.56105
243	-0.00538969	0.4;-0.2;	0.4;-0.2;	-2.62637	6.55245
244	-0.00601704	0.4;-0.2;	0.4;-0.2;	-2.63216	6.56535
245	0.00137303	0.4;-0.2;	0.4;-0.2;	-2.62954	6.57728
246	0.00840262	0.4;-0.2;	0.4;-0.2;	-2.62037	6.57193
247	0.00784165	0.4;-0.2;	0.4;-0.2;	-2.61337	6.55302
248	0.0046658	0.4;-0.2;	0.4;-0.2;	-2.61073	6.5385
249	-0.000149584	0.4;-0.2;	0.4;-0.2;	-2.61331	6.5329
250	0.00581003	0.4;-0.2;	0.4;-0.2;	-2.60942	6.53808
251	0.00625474	0.4;-0.2;	0.4;-0.2;	-2.60572	6.52994
252	-0.00779221	0.4;-0.2;	0.4;-0.2;	-2.61669	6.52225
253	-0.00373316	0.4;-0.2;	0.4;-0.2;	-2.62168	6.54487
254	0.00421013	0.4;-0.2;	0.4;-0.2;	-2.61786	6.55518
255	0.0032543	0.4;-0.2;	0.4;-0.2;	-2.61571	6.5474
256	-0.00641474	0.4;-0.2;	0.4;-0.2;	-2.62363	6.54303
257	-0.000150869	0.4;-0.2;	0.4;-0.2;	-2.62392	6.55943
258	-0.00398152	0.4;-0.2;	0.4;-0.2;	-2.628	6.56005
259	0.00786484	0.4;-0.2;	0.4;-0.2;	-2.61957	6.56859
260	0.00169728	0.4;-0.2;	0.4;-0.2;	-2.61878	6.5512
261	-0.00431608	0.4;-0.2;	0.4;-0.2;	-2.62416	6.5496
262	0.00230944	0.4;-0.2;	0.4;-0.2;	-2.62195	6.56066
263	0.00402778	0.4;-0.2;	0.4;-0.2;	-2.6184	6.55608
264	-0.00782132	0.4;-0.2;	0.4;-0.2;	-2.62733	6.54876
265	0.00330496	0.4;-0.2;	0.4;-0.2;	-2.62358	6.56721
266	-0.00699358	0.4;-0.2;	0.4;-0.2;	-2.63078	6.55945
267	-0.00502998	0.4;-0.2;	0.4;-0.2;	-2.6348	6.57442
268	-0.00529579	0.4;-0.2;	0.4;-0.2;	-2.63841	6.58278
269	0.00723773	0.4;-0.2;	0.4;-0.2;	-2.6289	6.59036
270	0.00543078	0.4;-0.2;	0.4;-0.2;	-2.62289	6.5708
271	0.00178146	0.4;-0.2;	0.4;-0.2;	-2.62158	6.55839
272	0.00839641	0.4;-0.2;	0.4;-0.2;	-2.61383	6.55557
273	0.00686648	0.4;-0.2;	0.4;-0.2;	-2.6089	6.53942
274	0.00798442	0.4;-0.2;	0.4;-0.2;	-2.60366	6.52911
275	0.00914198	0.4;-0.2;	0.4;-0.2;	-2.5981	6.5181
276	-5.33397e-05	0.4;-0.2;	0.4;-0.2;	-2.60263	6.50643
277	-0.00498898	0.4;-0.2;	0.4;-0.2;	-2.61125	6.51565
278	-0.00529584	0.4;-0.2;	0.4;-0.2;	-2.61865	6.53338
279	0.00112958	0.4;-0.2;	0.4;-0.2;	-2.61836	6.54874
280	-0.00819195	0.4;-0.2;	0.4;-0.2;	-2.62751	6.54829
281	-0.00984345	0.4;-0.2;	0.4;-0.2;	-2.63678	6.56735
282	-0.00193663	0.4;-0.2;	0.4;-0.2;	-2.63661	6.58667
283	-0.00550797	0.4;-0.2;	0.4;-0.2;	-2.64011	6.5865
284	-0.00330275	0.4;-0.2;	0.4;-0.2;	-2.64088	6.59393
285	0.00572752	0.4;-0.2;	0.4;-0.2;	-2.63253	6.59564
286	-0.00402149	0.4;-0.2;	0.4;-0.2;	-2.6354	6.57845
287	-0.000616537	0.4;-0.2;	0.4;-0.2;	-2.63438	6.58441
288	0.00667417	0.4;-0.2;	0.4;-0.2;	-2.62622	6.58223
289	0.000955725	0.4;-0.2;	0.4;-0.2;	-2.62518	6.56533
290	-0.00995254	0.4;-0.2;	0.4;-0.2;	-2.6352	6.56312
291	-0.00425272	0.4;-0.2;	0.4;-0.2;	-2.63776	6.58376
292	0.00603034	0.4;-0.2;	0.4;-0.2;	-2.62958	6.58903
293	-0.00897072	0.4;-0.2;	0.4;-0.2;	-2.63785	6.57221
294	0.00536889	0.4;-0.2;	0.4;-0.2;	-2.63038	6.58937
295	-0.00834247	0.4;-0.2;	0.4;-0.2;	-2.63789	6.57388
296	-0.00822825	0.4;-0.2;	0.4;-0.2;	-2.64402	6.58947
297	-0.00195043	0.4;-0.2;	0.4;-0.2;	-2.6428	6.60212
